File_name,Type,Objective_value
now_Truck_20_LP_40_50_10_20rep.csv, Max,62918
prev_Truck_20_LP_0_0_100_1rep.csv, Min,62000
now_Truck_20_LP_0_0_100_1rep.csv, Min,51000
prev_Truck_20_LP_40_50_10_1rep.csv, Min,24726
now_Truck_20_LP_40_50_10_1rep.csv, Min,18997
prev_Truck_20_LP_0_0_100_1rep.csv, Middle,95200
now_Truck_20_LP_0_0_100_1rep.csv, Middle,86200
prev_Truck_20_LP_40_50_10_1rep.csv, Middle,36802
now_Truck_20_LP_40_50_10_1rep.csv, Middle,33289
prev_Truck_20_LP_0_0_100_1rep.csv, Max,106800
now_Truck_20_LP_0_0_100_1rep.csv, Max,104600
prev_Truck_20_LP_40_50_10_1rep.csv, Max,43446
now_Truck_20_LP_40_50_10_1rep.csv, Max,39199
prev_Truck_20_LP_0_0_100_2rep.csv, Min,54600
now_Truck_20_LP_0_0_100_2rep.csv, Min,53600
prev_Truck_20_LP_40_50_10_2rep.csv, Min,21223
now_Truck_20_LP_40_50_10_2rep.csv, Min,21546
prev_Truck_20_LP_0_0_100_2rep.csv, Middle,94000
now_Truck_20_LP_0_0_100_2rep.csv, Middle,93600
prev_Truck_20_LP_40_50_10_2rep.csv, Middle,36288
now_Truck_20_LP_40_50_10_2rep.csv, Middle,37210
prev_Truck_20_LP_0_0_100_2rep.csv, Max,109200
now_Truck_20_LP_0_0_100_2rep.csv, Max,110000
prev_Truck_20_LP_40_50_10_2rep.csv, Max,42483
now_Truck_20_LP_40_50_10_2rep.csv, Max,42996
prev_Truck_20_LP_0_0_100_3rep.csv, Min,63000
now_Truck_20_LP_0_0_100_3rep.csv, Min,58000
prev_Truck_20_LP_40_50_10_3rep.csv, Min,26444
now_Truck_20_LP_40_50_10_3rep.csv, Min,21977
prev_Truck_20_LP_0_0_100_3rep.csv, Middle,103800
now_Truck_20_LP_0_0_100_3rep.csv, Middle,94200
prev_Truck_20_LP_40_50_10_3rep.csv, Middle,43174
now_Truck_20_LP_40_50_10_3rep.csv, Middle,35696
prev_Truck_20_LP_0_0_100_3rep.csv, Max,124200
now_Truck_20_LP_0_0_100_3rep.csv, Max,107600
prev_Truck_20_LP_40_50_10_3rep.csv, Max,51103
now_Truck_20_LP_40_50_10_3rep.csv, Max,42468
prev_Truck_20_LP_0_0_100_4rep.csv, Min,58600
now_Truck_20_LP_0_0_100_4rep.csv, Min,58000
prev_Truck_20_LP_40_50_10_4rep.csv, Min,23911
now_Truck_20_LP_40_50_10_4rep.csv, Min,22228
prev_Truck_20_LP_0_0_100_4rep.csv, Middle,98600
now_Truck_20_LP_0_0_100_4rep.csv, Middle,94000
prev_Truck_20_LP_40_50_10_4rep.csv, Middle,39681
now_Truck_20_LP_40_50_10_4rep.csv, Middle,36942
prev_Truck_20_LP_0_0_100_4rep.csv, Max,115800
now_Truck_20_LP_0_0_100_4rep.csv, Max,111200
prev_Truck_20_LP_40_50_10_4rep.csv, Max,46726
now_Truck_20_LP_40_50_10_4rep.csv, Max,44087
prev_Truck_20_LP_0_0_100_5rep.csv, Min,57000
now_Truck_20_LP_0_0_100_5rep.csv, Min,53600
prev_Truck_20_LP_40_50_10_5rep.csv, Min,22623
now_Truck_20_LP_40_50_10_5rep.csv, Min,18857
prev_Truck_20_LP_0_0_100_5rep.csv, Middle,90200
now_Truck_20_LP_0_0_100_5rep.csv, Middle,83400
prev_Truck_20_LP_40_50_10_5rep.csv, Middle,36902
now_Truck_20_LP_40_50_10_5rep.csv, Middle,28722
prev_Truck_20_LP_0_0_100_5rep.csv, Max,109400
now_Truck_20_LP_0_0_100_5rep.csv, Max,98000
prev_Truck_20_LP_40_50_10_5rep.csv, Max,44523
now_Truck_20_LP_40_50_10_5rep.csv, Max,35431
prev_Truck_20_LP_0_0_100_6rep.csv, Min,56000
now_Truck_20_LP_0_0_100_6rep.csv, Min,59400
prev_Truck_20_LP_40_50_10_6rep.csv, Min,21471
now_Truck_20_LP_40_50_10_6rep.csv, Min,22069
prev_Truck_20_LP_0_0_100_6rep.csv, Middle,92000
now_Truck_20_LP_0_0_100_6rep.csv, Middle,94600
prev_Truck_20_LP_40_50_10_6rep.csv, Middle,34587
now_Truck_20_LP_40_50_10_6rep.csv, Middle,37679
prev_Truck_20_LP_0_0_100_6rep.csv, Max,104400
now_Truck_20_LP_0_0_100_6rep.csv, Max,113000
prev_Truck_20_LP_40_50_10_6rep.csv, Max,40626
now_Truck_20_LP_40_50_10_6rep.csv, Max,45010
prev_Truck_20_LP_0_0_100_7rep.csv, Min,61000
now_Truck_20_LP_0_0_100_7rep.csv, Min,62400
prev_Truck_20_LP_40_50_10_7rep.csv, Min,24748
now_Truck_20_LP_40_50_10_7rep.csv, Min,25137
prev_Truck_20_LP_0_0_100_7rep.csv, Middle,103600
now_Truck_20_LP_0_0_100_7rep.csv, Middle,106800
prev_Truck_20_LP_40_50_10_7rep.csv, Middle,40921
now_Truck_20_LP_40_50_10_7rep.csv, Middle,40947
prev_Truck_20_LP_0_0_100_7rep.csv, Max,117800
now_Truck_20_LP_0_0_100_7rep.csv, Max,128000
prev_Truck_20_LP_40_50_10_7rep.csv, Max,47154
now_Truck_20_LP_40_50_10_7rep.csv, Max,48892
prev_Truck_20_LP_0_0_100_8rep.csv, Min,57600
now_Truck_20_LP_0_0_100_8rep.csv, Min,65400
prev_Truck_20_LP_40_50_10_8rep.csv, Min,21013
now_Truck_20_LP_40_50_10_8rep.csv, Min,25929
prev_Truck_20_LP_0_0_100_8rep.csv, Middle,86600
now_Truck_20_LP_0_0_100_8rep.csv, Middle,104600
prev_Truck_20_LP_40_50_10_8rep.csv, Middle,34383
now_Truck_20_LP_40_50_10_8rep.csv, Middle,42820
prev_Truck_20_LP_0_0_100_8rep.csv, Max,103400
now_Truck_20_LP_0_0_100_8rep.csv, Max,123800
prev_Truck_20_LP_40_50_10_8rep.csv, Max,40294
now_Truck_20_LP_40_50_10_8rep.csv, Max,48540
prev_Truck_20_LP_0_0_100_9rep.csv, Min,55600
now_Truck_20_LP_0_0_100_9rep.csv, Min,55200
prev_Truck_20_LP_40_50_10_9rep.csv, Min,22433
now_Truck_20_LP_40_50_10_9rep.csv, Min,20535
prev_Truck_20_LP_0_0_100_9rep.csv, Middle,93800
now_Truck_20_LP_0_0_100_9rep.csv, Middle,92200
prev_Truck_20_LP_40_50_10_9rep.csv, Middle,37043
now_Truck_20_LP_40_50_10_9rep.csv, Middle,34118
prev_Truck_20_LP_0_0_100_9rep.csv, Max,110400
now_Truck_20_LP_0_0_100_9rep.csv, Max,109000
prev_Truck_20_LP_40_50_10_9rep.csv, Max,44754
now_Truck_20_LP_40_50_10_9rep.csv, Max,40639
prev_Truck_20_LP_0_0_100_10rep.csv, Min,54600
now_Truck_20_LP_0_0_100_10rep.csv, Min,63800
prev_Truck_20_LP_40_50_10_10rep.csv, Min,21385
now_Truck_20_LP_40_50_10_10rep.csv, Min,24766
prev_Truck_20_LP_0_0_100_10rep.csv, Middle,97800
now_Truck_20_LP_0_0_100_10rep.csv, Middle,100400
prev_Truck_20_LP_40_50_10_10rep.csv, Middle,38829
now_Truck_20_LP_40_50_10_10rep.csv, Middle,39597
prev_Truck_20_LP_0_0_100_10rep.csv, Max,113000
now_Truck_20_LP_0_0_100_10rep.csv, Max,117800
prev_Truck_20_LP_40_50_10_10rep.csv, Max,45537
now_Truck_20_LP_40_50_10_10rep.csv, Max,46902
prev_Truck_20_LP_0_0_100_11rep.csv, Min,64000
now_Truck_20_LP_0_0_100_11rep.csv, Min,59400
prev_Truck_20_LP_40_50_10_11rep.csv, Min,26731
now_Truck_20_LP_40_50_10_11rep.csv, Min,22062
prev_Truck_20_LP_0_0_100_11rep.csv, Middle,100400
now_Truck_20_LP_0_0_100_11rep.csv, Middle,89400
prev_Truck_20_LP_40_50_10_11rep.csv, Middle,40969
now_Truck_20_LP_40_50_10_11rep.csv, Middle,32067
prev_Truck_20_LP_0_0_100_11rep.csv, Max,115200
now_Truck_20_LP_0_0_100_11rep.csv, Max,103400
prev_Truck_20_LP_40_50_10_11rep.csv, Max,47135
now_Truck_20_LP_40_50_10_11rep.csv, Max,37518
prev_Truck_20_LP_0_0_100_12rep.csv, Min,56200
now_Truck_20_LP_0_0_100_12rep.csv, Min,56800
prev_Truck_20_LP_40_50_10_12rep.csv, Min,22356
now_Truck_20_LP_40_50_10_12rep.csv, Min,21574
prev_Truck_20_LP_0_0_100_12rep.csv, Middle,90000
now_Truck_20_LP_0_0_100_12rep.csv, Middle,97800
prev_Truck_20_LP_40_50_10_12rep.csv, Middle,37464
now_Truck_20_LP_40_50_10_12rep.csv, Middle,36772
prev_Truck_20_LP_0_0_100_12rep.csv, Max,110400
now_Truck_20_LP_0_0_100_12rep.csv, Max,110600
prev_Truck_20_LP_40_50_10_12rep.csv, Max,44560
now_Truck_20_LP_40_50_10_12rep.csv, Max,43505
prev_Truck_20_LP_0_0_100_13rep.csv, Min,59600
now_Truck_20_LP_0_0_100_13rep.csv, Min,51400
prev_Truck_20_LP_40_50_10_13rep.csv, Min,23906
now_Truck_20_LP_40_50_10_13rep.csv, Min,19242
prev_Truck_20_LP_0_0_100_13rep.csv, Middle,95200
now_Truck_20_LP_0_0_100_13rep.csv, Middle,86800
prev_Truck_20_LP_40_50_10_13rep.csv, Middle,38554
now_Truck_20_LP_40_50_10_13rep.csv, Middle,35936
prev_Truck_20_LP_0_0_100_13rep.csv, Max,111400
now_Truck_20_LP_0_0_100_13rep.csv, Max,105200
prev_Truck_20_LP_40_50_10_13rep.csv, Max,46932
now_Truck_20_LP_40_50_10_13rep.csv, Max,41778
prev_Truck_20_LP_0_0_100_14rep.csv, Min,54400
now_Truck_20_LP_0_0_100_14rep.csv, Min,64200
prev_Truck_20_LP_40_50_10_14rep.csv, Min,22370
now_Truck_20_LP_40_50_10_14rep.csv, Min,24444
prev_Truck_20_LP_0_0_100_14rep.csv, Middle,92400
now_Truck_20_LP_0_0_100_14rep.csv, Middle,98600
prev_Truck_20_LP_40_50_10_14rep.csv, Middle,36675
now_Truck_20_LP_40_50_10_14rep.csv, Middle,36281
prev_Truck_20_LP_0_0_100_14rep.csv, Max,110400
now_Truck_20_LP_0_0_100_14rep.csv, Max,110000
prev_Truck_20_LP_40_50_10_14rep.csv, Max,43528
now_Truck_20_LP_40_50_10_14rep.csv, Max,43636
prev_Truck_20_LP_0_0_100_15rep.csv, Min,54600
now_Truck_20_LP_0_0_100_15rep.csv, Min,62200
prev_Truck_20_LP_40_50_10_15rep.csv, Min,21513
now_Truck_20_LP_40_50_10_15rep.csv, Min,24033
prev_Truck_20_LP_0_0_100_15rep.csv, Middle,89800
now_Truck_20_LP_0_0_100_15rep.csv, Middle,99600
prev_Truck_20_LP_40_50_10_15rep.csv, Middle,35944
now_Truck_20_LP_40_50_10_15rep.csv, Middle,36604
prev_Truck_20_LP_0_0_100_15rep.csv, Max,104000
now_Truck_20_LP_0_0_100_15rep.csv, Max,115000
prev_Truck_20_LP_40_50_10_15rep.csv, Max,42531
now_Truck_20_LP_40_50_10_15rep.csv, Max,42878
prev_Truck_20_LP_0_0_100_16rep.csv, Min,64200
now_Truck_20_LP_0_0_100_16rep.csv, Min,54600
prev_Truck_20_LP_40_50_10_16rep.csv, Min,25497
now_Truck_20_LP_40_50_10_16rep.csv, Min,20244
prev_Truck_20_LP_0_0_100_16rep.csv, Middle,102800
now_Truck_20_LP_0_0_100_16rep.csv, Middle,89200
prev_Truck_20_LP_40_50_10_16rep.csv, Middle,40761
now_Truck_20_LP_40_50_10_16rep.csv, Middle,34495
prev_Truck_20_LP_0_0_100_16rep.csv, Max,120200
now_Truck_20_LP_0_0_100_16rep.csv, Max,102400
prev_Truck_20_LP_40_50_10_16rep.csv, Max,48486
now_Truck_20_LP_40_50_10_16rep.csv, Max,40205
prev_Truck_20_LP_0_0_100_17rep.csv, Min,61600
now_Truck_20_LP_0_0_100_17rep.csv, Min,73400
prev_Truck_20_LP_40_50_10_17rep.csv, Min,23787
now_Truck_20_LP_40_50_10_17rep.csv, Min,29012
prev_Truck_20_LP_0_0_100_17rep.csv, Middle,90000
now_Truck_20_LP_0_0_100_17rep.csv, Middle,102000
prev_Truck_20_LP_40_50_10_17rep.csv, Middle,35403
now_Truck_20_LP_40_50_10_17rep.csv, Middle,36429
prev_Truck_20_LP_0_0_100_17rep.csv, Max,103000
now_Truck_20_LP_0_0_100_17rep.csv, Max,114400
prev_Truck_20_LP_40_50_10_17rep.csv, Max,40938
now_Truck_20_LP_40_50_10_17rep.csv, Max,43328
prev_Truck_20_LP_0_0_100_18rep.csv, Min,52800
now_Truck_20_LP_0_0_100_18rep.csv, Min,56800
prev_Truck_20_LP_40_50_10_18rep.csv, Min,20399
now_Truck_20_LP_40_50_10_18rep.csv, Min,20467
prev_Truck_20_LP_0_0_100_18rep.csv, Middle,90600
now_Truck_20_LP_0_0_100_18rep.csv, Middle,92800
prev_Truck_20_LP_40_50_10_18rep.csv, Middle,35542
now_Truck_20_LP_40_50_10_18rep.csv, Middle,35341
prev_Truck_20_LP_0_0_100_18rep.csv, Max,105000
now_Truck_20_LP_0_0_100_18rep.csv, Max,110600
prev_Truck_20_LP_40_50_10_18rep.csv, Max,42305
now_Truck_20_LP_40_50_10_18rep.csv, Max,42107
prev_Truck_20_LP_0_0_100_19rep.csv, Min,67400
now_Truck_20_LP_0_0_100_19rep.csv, Min,55200
prev_Truck_20_LP_40_50_10_19rep.csv, Min,27551
now_Truck_20_LP_40_50_10_19rep.csv, Min,21445
prev_Truck_20_LP_0_0_100_19rep.csv, Middle,96000
now_Truck_20_LP_0_0_100_19rep.csv, Middle,92000
prev_Truck_20_LP_40_50_10_19rep.csv, Middle,38146
now_Truck_20_LP_40_50_10_19rep.csv, Middle,34301
prev_Truck_20_LP_0_0_100_19rep.csv, Max,109000
now_Truck_20_LP_0_0_100_19rep.csv, Max,105600
prev_Truck_20_LP_40_50_10_19rep.csv, Max,43867
now_Truck_20_LP_40_50_10_19rep.csv, Max,40780
prev_Truck_20_LP_0_0_100_20rep.csv, Min,55000
now_Truck_20_LP_0_0_100_20rep.csv, Min,60600
prev_Truck_20_LP_40_50_10_20rep.csv, Min,22993
now_Truck_20_LP_40_50_10_20rep.csv, Min,22666
prev_Truck_20_LP_0_0_100_20rep.csv, Middle,96800
now_Truck_20_LP_0_0_100_20rep.csv, Middle,96000
prev_Truck_20_LP_40_50_10_20rep.csv, Middle,39561
now_Truck_20_LP_40_50_10_20rep.csv, Middle,39527
prev_Truck_20_LP_0_0_100_20rep.csv, Max,113600
now_Truck_20_LP_0_0_100_20rep.csv, Max,112400
prev_Truck_20_LP_40_50_10_20rep.csv, Max,46745
now_Truck_20_LP_40_50_10_20rep.csv, Max,44960
